,TP,CL,CF,SF,FA
223,1,1000004,2000049,3000068,4006215
224,1,1000003,2000014,3001175,4001261
225,1,1000001,2000051,3000070,4007569
226,1,1000003,2001142,3001871,4001578
227,1,1000001,2000090,3000334,4001752
228,1,1000003,2001216,3001966,4003961
229,1,1000001,2000051,3000070,4007569
230,1,1000003,2000072,3000100,4000951
231,1,1000004,2000112,3001320,4000511
232,1,1000001,2000051,3000070,4007569
233,1,1000002,2000067,3000571,4000555
234,1,1000000,2000786,3001284,4000767
235,1,1000001,2000051,3000070,4007569
236,4,1000000,2001080,3001756,4001518
237,1,1000003,2001216,3001966,4003966
238,1,1000001,2000051,3000070,4007569
239,4,1000004,2001305,3002203,4006193
240,1,1000002,2000016,3001397,4003744
241,1,1000001,2000051,3000070,4007569
242,4,1000004,2001305,3002157,4006531
243,1,1000003,2000439,3000680,4001077
244,1,1000001,2000051,3000070,4007569
245,1,1000003,2001051,3002206,4006532
246,1,1000001,2000090,3000334,4001761
247,1,1000001,2000138,3001957,4002970
248,1,1000001,2000073,3000811,4003173
249,1,1000003,2000014,3001336,4001240
250,1,1000001,2000138,3001957,4002970
251,1,1000003,2001314,3002158,4006528
252,1,1000003,2001048,3001709,4001498
253,1,1000003,2000538,3000884,4003717
254,1,1000001,2000073,3000811,4002103
255,1,1000001,2000138,3001957,4002970
256,1,1000003,2001065,3001739,4001513
257,1,1000003,2000144,3000034,4007434
258,1,1000000,2000036,3000713,4000600
259,1,1000002,2000731,3001146,4003628
260,1,1000001,2000138,3001957,4002970
261,1,1000000,2001027,3001676,4001484
262,1,1000003,2000144,3000034,4007308
263,1,1000000,2000558,3000890,4001138
264,1,1000001,2000100,3000135,4001909
265,1,1000003,2000195,3000210,4000943
266,1,1000001,2000138,3001957,4002970
267,1,1000000,2001027,3001676,4001484
268,1,1000004,2000112,3001320,4003704
269,1,1000003,2000144,3000034,4000222
270,1,1000001,2000320,3000433,4001826
271,1,1000003,2000449,3000686,4001081
272,1,1000001,2000138,3001957,4002970
273,1,1000000,2001027,3001676,4001484
274,1,1000002,2000624,3000982,4003517
275,1,1000004,2000112,3001320,4002847
276,1,1000001,2000090,3000334,4001752
277,1,1000003,2000686,3001078,4001212
278,1,1000001,2000138,3001957,4002970
279,1,1000001,2000320,3000433,4001826
280,1,1000003,2001048,3001709,4001498
281,1,1000001,2000138,3001957,4002970
282,1,1000000,2000000,3000001,4000317
283,1,1000001,2000100,3000135,4001909
284,1,1000004,2000049,3000068,4003647
285,1,1000001,2000138,3001957,4002970
286,1,1000000,2000000,3000001,4000317
287,1,1000000,2000033,3000053,4000260
288,1,1000003,2000459,3000709,4002027
289,1,1000001,2000138,3001957,4002970
290,1,1000002,2000662,3001045,4003555
291,1,1000002,2000067,3000571,4000555
292,1,1000001,2000051,3000071,4007530
293,4,1000004,2001305,3002190,4005067
294,1,1000003,2000837,3001378,4001360
295,1,1000001,2000138,3001957,4002970
296,1,1000001,2000051,3000071,4007530
297,1,1000004,2000049,3000068,4003647
298,1,1000002,2000662,3001045,4003555
299,1,1000001,2000138,3001957,4002970
300,1,1000000,2000000,3001179,4000720
301,1,1000004,2000816,3001346,4003715
302,1,1000001,2000138,3001957,4002970
303,1,1000003,2000072,3000100,4000951
304,1,1000000,2000033,3000053,4000260
305,2,1000001,2000193,3000224,4003084
306,1,1000001,2000138,3001957,4002970
307,1,1000002,2000016,3001217,4000466
308,1,1000002,2000067,3000571,4000555
309,1,1000001,2000138,3001957,4002970
310,2,1000000,2000395,3002563,4005146
311,1,1000003,2000906,3001473,4001399
312,1,1000001,2000138,3001957,4002970
313,1,1000003,2001192,3001947,4001599
314,1,1000003,2000635,3000995,4003526
315,1,1000001,2000138,3001957,4002970
316,1,1000003,2001207,3001975,4001621
317,1,1000001,2001232,3002005,4001630
318,1,1000001,2000138,3001957,4002970
319,1,1000003,2001048,3001709,4001498
320,1,1000001,2001151,3000539,4001900
321,2,1000001,2000193,3000224,4003084
322,1,1000002,2000335,3000482,4004725
323,1,1000002,2000723,3001134,4003623
324,2,1000001,2000193,3000224,4003084
325,1,1000003,2000144,3000034,4000222
326,1,1000003,2000072,3000100,4000951
327,1,1000002,2000607,3000954,4000670
328,1,1000003,2000014,3000665,4001998
329,1,1000004,2000630,3000988,4003522
330,1,1000002,2000607,3000954,4000670
331,1,1000002,2000067,3000571,4000555
332,1,1000000,2000002,3000554,4000551
333,1,1000002,2000607,3000954,4000670
334,1,1000001,2001151,3000539,4001900
335,1,1000001,2000062,3001746,4002788
336,1,1000002,2000607,3000954,4000670
337,1,1000001,2000090,3000334,4001761
338,1,1000002,2000031,3000313,4003194
339,1,1000002,2000607,3000954,4000670
340,1,1000003,2000837,3001378,4001360
341,2,1000000,2001025,3001674,4002735
342,1,1000002,2000607,3000954,4000670
343,1,1000004,2000049,3000068,4003647
344,2,1000001,2000193,3000208,4002770
345,1,1000002,2000607,3000954,4000670
346,1,1000001,2000090,3000334,4001752
347,2,1000000,2001025,3001674,4002735
348,1,1000002,2000910,3001479,4003347
349,4,1000004,2001305,3002159,4006173
350,2,1000000,2000475,3000736,4002035
351,1,1000002,2000910,3001479,4003347
352,1,1000001,2000089,3000120,4002742
353,1,1000003,2000690,3001086,4002312
354,1,1000002,2000910,3001479,4003347
355,1,1000002,2000969,3001586,4002458
356,1,1000002,2000031,3000313,4003138
357,1,1000002,2000088,3000118,4003608
358,1,1000002,2001032,3001679,4000849
359,1,1000002,2000031,3000445,4000416
360,1,1000002,2000088,3000118,4003608
361,1,1000002,2000031,3000510,4003274
362,1,1000002,2000031,3000313,4003138
363,1,1000002,2000088,3000118,4003608
364,1,1000003,2000980,3001604,4002685
365,1,1000002,2000607,3000954,4000675
366,1,1000002,2000088,3000118,4003608
367,1,1000003,2000318,3000430,4001833
368,1,1000002,2000607,3000954,4003328
369,1,1000002,2000088,3000118,4003608
370,1,1000000,2000558,3000890,4001138
371,1,1000002,2000031,3000313,4003138
372,1,1000002,2000088,3000118,4003608
373,1,1000001,2000051,3000070,4007517
374,1,1000002,2001163,3001902,4002922
375,1,1000002,2000088,3000118,4003608
376,1,1000002,2000016,3001397,4003744
377,1,1000002,2000031,3000313,4003164
378,1,1000001,2000100,3000135,4000346
379,1,1000004,2000112,3001320,4000511
380,1,1000003,2000669,3001057,4002289
381,1,1000001,2000100,3000135,4000346
382,1,1000003,2000081,3000131,4002254
383,1,1000002,2000607,3000954,4000675
384,1,1000003,2000081,3000131,4002254
385,1,1000002,2000016,3000125,4000206
386,1,1000002,2000503,3000781,4000627
387,1,1000002,2000016,3001397,4003744
388,1,1000004,2000181,3000255,4003112
389,1,1000002,2000503,3000781,4000627
390,1,1000002,2000773,3001255,4000755
391,1,1000002,2000031,3000313,4003138
392,1,1000002,2000503,3000781,4000627
393,1,1000001,2000100,3000135,4000346
394,1,1000001,2000418,3000637,4001979
395,1,1000002,2000503,3000781,4000627
396,1,1000000,2000033,3000053,4000260
397,1,1000003,2000072,3000100,4000951
398,1,1000002,2000148,3000038,4000029
399,1,1000000,2000757,3001219,4000745
400,2,1000000,2000339,3000473,4001858
401,1,1000003,2000459,3000709,4002027
402,2,1000000,2000395,3001590,4002676
403,1,1000003,2000046,3000066,4003661
404,1,1000002,2001249,3002019,4004010
405,1,1000000,2000757,3001219,4000745
406,1,1000004,2000816,3001346,4003715
407,1,1000002,2000773,3001255,4000755
408,1,1000000,2000988,3001615,4001461
409,1,1000002,2000607,3000954,4003328
410,1,1000000,2000757,3001219,4000745
411,1,1000001,2000090,3000334,4001761
412,1,1000003,2001319,3002166,4006095
413,1,1000003,2000635,3000995,4003526
414,1,1000001,2000578,3000918,4003466
415,1,1000000,2000757,3001219,4000745
416,1,1000000,2000786,3001284,4000767
417,1,1000003,2000538,3000884,4003717
418,1,1000003,2000538,3000884,4003717
419,1,1000000,2000080,3001526,4000813
420,1,1000000,2000757,3001219,4000745
421,1,1000002,2000723,3001134,4003623
422,1,1000003,2000906,3001473,4001399
423,1,1000003,2001216,3001966,4003961
424,2,1000000,2000395,3001585,4002673
425,1,1000000,2000757,3001219,4000745
426,1,1000003,2000072,3000100,4000951
427,2,1000000,2001560,3002699,4007807
428,1,1000000,2000757,3001219,4000745
429,1,1000004,2000112,3001320,4000508
430,1,1000001,2000422,3000715,4002025
431,1,1000000,2000757,3001219,4000745
432,1,1000003,2000508,3000790,4003406
433,1,1000003,2000686,3001078,4001212
434,1,1000000,2000757,3001219,4000745
435,1,1000001,2001151,3000539,4001900
436,1,1000001,2000090,3000334,4001752
437,1,1000000,2000757,3001219,4000745
438,1,1000000,2000512,3000799,4001112
439,1,1000001,2000320,3000433,4001826
440,1,1000000,2000757,3001219,4000745
441,1,1000001,2000100,3000135,4001909
442,1,1000002,2000731,3001146,4003628
443,1,1000000,2000757,3001219,4000745
444,1,1000003,2000449,3000686,4001081
445,1,1000003,2000686,3001078,4001212
446,1,1000000,2000757,3001219,4000745
447,2,1000000,2001368,3002280,4005931
448,1,1000002,2000731,3001146,4003628
449,1,1000000,2000036,3000713,4000600
450,1,1000000,2000824,3001368,4000788
451,2,1000000,2001368,3002280,4005931
452,1,1000001,2000073,3000811,4002103
453,1,1000001,2000320,3000433,4001826
454,1,1000000,2000824,3001368,4000788
455,1,1000003,2000014,3001336,4001240
456,1,1000001,2000090,3000334,4001752
457,1,1000000,2000824,3001368,4000788
458,2,1000000,2001368,3002280,4006025
459,2,1000000,2001368,3002280,4005931
460,1,1000004,2000112,3001320,4000511
461,1,1000003,2001048,3001709,4001498
462,2,1000000,2001368,3002280,4006025
463,1,1000000,2000824,3001368,4000788
464,1,1000000,2000824,3001368,4000788
465,1,1000000,2000187,3000563,4001930
466,1,1000002,2000067,3000571,4000555
467,1,1000000,2000824,3001368,4000788
468,1,1000000,2000824,3001368,4000788
469,1,1000001,2001232,3002005,4001630
470,1,1000003,2000837,3001378,4001360
471,1,1000000,2000824,3001368,4000788
472,1,1000001,2001013,3001694,4002744
473,1,1000003,2000906,3001473,4001399
474,1,1000000,2000824,3001368,4000788
475,1,1000001,2000051,3000070,4007569
476,1,1000003,2000014,3000665,4001998
477,1,1000000,2000824,3001368,4000788
478,1,1000003,2000846,3001395,4002544
479,1,1000002,2000723,3001134,4003623
480,1,1000000,2000824,3001368,4000788
481,1,1000003,2000980,3001604,4002685
482,1,1000003,2001216,3001966,4003966
483,1,1000000,2000824,3001368,4000788
484,1,1000001,2000982,3000174,4000932
485,1,1000003,2000014,3001323,4001337
486,1,1000000,2000824,3001368,4000788
487,1,1000002,2000067,3000571,4000555
488,1,1000002,2000016,3001397,4003744
489,1,1000000,2000824,3001368,4000788
490,1,1000000,2000033,3000053,4000260
491,1,1000000,2000036,3000713,4000600
492,1,1000000,2000824,3001368,4000788
493,1,1000002,2000662,3001045,4003555
494,1,1000003,2001185,3001938,4000905
495,1,1000002,2000067,3000571,4000555
496,1,1000002,2000031,3000313,4003138
497,1,1000000,2000013,3002452,4001549
498,1,1000003,2000459,3000709,4002027
499,1,1000002,2000031,3000313,4003164
500,1,1000000,2000050,3000069,4000378
501,1,1000004,2000049,3000068,4003647
502,1,1000002,2000031,3000313,4003138
503,1,1000000,2000050,3000069,4000378
504,1,1000003,2001048,3001709,4001498
505,1,1000000,2000080,3002287,4007637
506,1,1000000,2000050,3000069,4000378
507,1,1000001,2000090,3000334,4001752
508,1,1000003,2000842,3001390,4002534
509,1,1000001,2000320,3000433,4001826
510,1,1000003,2000508,3000790,4003406
511,1,1000003,2000134,3000154,4000366
512,1,1000001,2000100,3000135,4001909
513,1,1000002,2000607,3000954,4000675
514,1,1000003,2000134,3000154,4000366
515,1,1000003,2000134,3000154,4000366
516,1,1000003,2000635,3000995,4003526
517,1,1000003,2000957,3001563,4002658
518,1,1000000,2001201,3001962,4000913
519,1,1000001,2000073,3000811,4002103
520,1,1000002,2000067,3000571,4000555
521,1,1000003,2000014,3001336,4001240
522,1,1000001,2000578,3000918,4003466
523,1,1000000,2001201,3001962,4000913
524,1,1000003,2000195,3000210,4000945
525,1,1000003,2000993,3001622,4001455
526,1,1000000,2001201,3001962,4000913
527,1,1000003,2001630,3002826,4005783
528,1,1000003,2001065,3001739,4001513
529,2,1000000,2001010,3001654,4006400
530,1,1000000,2000512,3000799,4001112
531,1,1000002,2000016,3000125,4006986
532,1,1000003,2000047,3000452,4001840
533,1,1000002,2000067,3000571,4006591
534,1,1000002,2000076,3000102,4000716
535,1,1000003,2000538,3000884,4001135
536,1,1000002,2000678,3001069,4003576
537,1,1000003,2000047,3000452,4001840
538,1,1000004,2000049,3000068,4006236
539,1,1000002,2000067,3000571,4000555
540,1,1000003,2000047,3000452,4001840
541,1,1000003,2001179,3001928,4001594
542,1,1000000,2000033,3000053,4000260
543,1,1000003,2000047,3000452,4001840
544,1,1000003,2000047,3000452,4001840
545,1,1000001,2000164,3000168,4000390
546,1,1000003,2000014,3001336,4001240
547,1,1000003,2000047,3000452,4001840
548,1,1000003,2000468,3000727,4003372
549,1,1000000,2001176,3001922,4001592
550,1,1000003,2000097,3000157,4000380
551,1,1000004,2000941,3001533,4003805
552,4,1000000,2001080,3001756,4001518
553,1,1000003,2000047,3000452,4001840
554,1,1000000,2000117,3000132,4002844
555,1,1000000,2000558,3000890,4001138
556,1,1000003,2000144,3000034,4007308
557,1,1000001,2000051,3002059,4007548
558,1,1000003,2000047,3000452,4001840
559,1,1000004,2000112,3001320,4000508
560,1,1000001,2000089,3000120,4001665
561,1,1000001,2000100,3000135,4001909
562,1,1000003,2000386,3000570,4001046
563,1,1000003,2000047,3000452,4001840
564,1,1000000,2000085,3001329,4001338
565,1,1000003,2000459,3000709,4002027
566,1,1000003,2000014,3001336,4001240
567,1,1000003,2000386,3000570,4001046
568,1,1000000,2000315,3000426,4003039
569,1,1000003,2001044,3001706,4003874
570,1,1000003,2000146,3000034,4000230
571,1,1000004,2000049,3000068,4006236
572,1,1000000,2001119,3001843,4000871
573,1,1000003,2000195,3000210,4000943
574,1,1000002,2000058,3001268,4003122
575,1,1000000,2000315,3000426,4003039
576,1,1000003,2000980,3001604,4002685
577,1,1000002,2000067,3000571,4000555
578,1,1000001,2000578,3000931,4003479
579,1,1000004,2000112,3001320,4002847
580,1,1000001,2000578,3000931,4003479
581,1,1000001,2000578,3000931,4003479
582,1,1000002,2000076,3000102,4000739
583,1,1000001,2000073,3000811,4003173
584,1,1000003,2000071,3000098,4001887
585,1,1000003,2001065,3001739,4001513
586,1,1000002,2000031,3000216,4003062
587,1,1000002,2000031,3000585,4002870
588,4,1000004,2001305,3002190,4005067
589,1,1000002,2000031,3000313,4003164
590,1,1000001,2000578,3000931,4003479
591,1,1000001,2000453,3000810,4002088
592,1,1000003,2000669,3001057,4002289
593,1,1000001,2000578,3000931,4003479
594,1,1000002,2000631,3001010,4002278
595,1,1000001,2000578,3000931,4003479
596,1,1000004,2000049,3000068,4003647
597,4,1000004,2001305,3002190,4005067
598,1,1000002,2000631,3001010,4002278
599,1,1000002,2001032,3001679,4000849
600,1,1000003,2000459,3000709,4002027
601,1,1000003,2000014,3001554,4004180
602,1,1000003,2001149,3001879,4000904
603,1,1000000,2000564,3000900,4001140
604,1,1000002,2000631,3001010,4002278
605,3,1000000,2000989,3001616,4003840
606,1,1000002,2000148,3000038,4000029
607,1,1000000,2000120,3001983,4000924
608,1,1000002,2000631,3001010,4002278
609,3,1000000,2000989,3001616,4003840
610,1,1000000,2000666,3001054,4000688
611,1,1000002,2000631,3001010,4002278
612,1,1000003,2000014,3001336,4001240
613,2,1000000,2000395,3000779,4002059
614,1,1000003,2000144,3000034,4007308
615,1,1000002,2000662,3001045,4003555
616,1,1000000,2000033,3000053,4000260
617,2,1000000,2000395,3000770,4002057
618,1,1000003,2000144,3000034,4000222
619,1,1000002,2000067,3000571,4006591
620,1,1000003,2000072,3000100,4000951
621,1,1000000,2000085,3001402,4001366
622,2,1000000,2000395,3000606,4001955
623,1,1000004,2000049,3000068,4006236
624,1,1000002,2000016,3001217,4002063
625,1,1000002,2000607,3000954,4000675
626,1,1000001,2001013,3001694,4002744
627,3,1000000,2000989,3001616,4003840
628,1,1000002,2000016,3001397,4003744
629,1,1000000,2000000,3001213,4000742
630,1,1000002,2000607,3000954,4000675
631,1,1000003,2001319,3002166,4006095
632,1,1000002,2000969,3001586,4003141
633,1,1000002,2000607,3000954,4000675
634,1,1000000,2000512,3000799,4001112
635,2,1000001,2000193,3000224,4003061
636,1,1000002,2000607,3000954,4000675
637,1,1000002,2000607,3000954,4000675
638,1,1000003,2000144,3000034,4007434
639,1,1000003,2000195,3000210,4000943
640,1,1000002,2000607,3000954,4000675
641,1,1000002,2000031,3000190,4003038
642,1,1000003,2001129,3001849,4000433
643,2,1000000,2000395,3000779,4002059
644,1,1000002,2000024,3000031,4002945
645,1,1000002,2000607,3000954,4000675
646,2,1000000,2000395,3000787,4002065
647,1,1000004,2000820,3001359,4006721
648,1,1000002,2000607,3000954,4000675
649,2,1000000,2000395,3000592,4001944
650,1,1000002,2000067,3000571,4000555
651,1,1000002,2000607,3000954,4000675
652,1,1000002,2000607,3000954,4000675
653,1,1000001,2000308,3000419,4002164
654,1,1000001,2000090,3000334,4001752
655,1,1000002,2000607,3000954,4000675
656,1,1000000,2000187,3000563,4001930
657,1,1000003,2000686,3001078,4001212
658,1,1000002,2000723,3001134,4003623
659,1,1000003,2000761,3001229,4002432
660,1,1000002,2001165,3001905,4002924
661,1,1000004,2000112,3001320,4000511
662,1,1000003,2000097,3000157,4000962
663,1,1000002,2001165,3001905,4002924
664,1,1000001,2000308,3000419,4002164
665,1,1000000,2000521,3000815,4000635
666,2,1000000,2000395,3000787,4002065
667,2,1000000,2000395,3000787,4002065
668,1,1000002,2000088,3000118,4003609
669,1,1000001,2000100,3000135,4001909
670,1,1000002,2000148,3000038,4000088
671,1,1000004,2000181,3000309,4003181
672,1,1000001,2000982,3001607,4002683
673,1,1000001,2000089,3000120,4002662
674,1,1000003,2000097,3000157,4000962
675,1,1000003,2000046,3000066,4003661
676,1,1000003,2001207,3001975,4001625
677,1,1000001,2000100,3000135,4001909
678,1,1000004,2000537,3000846,4003445
679,1,1000003,2001207,3001975,4001625
680,1,1000003,2001207,3001975,4001625
681,1,1000001,2000100,3000135,4001909
682,1,1000002,2001244,3000044,4000099
683,1,1000003,2001207,3001975,4001625
684,1,1000001,2000982,3000174,4000932
685,1,1000002,2000151,3000043,4000093
686,1,1000003,2000563,3000894,4001137
687,1,1000002,2000910,3001479,4000806
688,1,1000002,2001163,3001902,4002922
689,1,1000000,2000672,3001061,4001206
690,1,1000000,2000988,3001615,4001453
691,4,1000004,2001305,3002159,4006173
692,1,1000001,2000578,3000918,4006869
693,1,1000001,2000140,3002026,4007737
694,1,1000002,2000067,3000571,4000555
695,1,1000003,2001107,3001808,4000859
696,1,1000003,2001183,3001935,4005324
697,1,1000003,2000072,3000100,4000951
