,TP,CL,CF,SF,FA
146,1,1000002,2000016,3001156,4003632
147,1,1000002,2000016,3001156,4003632
148,1,1000002,2000016,3001156,4003632
149,1,1000002,2000016,3001156,4003632
150,1,1000002,2000016,3001156,4003632
151,1,1000002,2000016,3001156,4003632
152,1,1000002,2000016,3001156,4003632
153,1,1000002,2000016,3001156,4003632
154,1,1000002,2001471,3002525,4004630
155,1,1000002,2001471,3002525,4004630
156,1,1000002,2001471,3002525,4004630
157,1,1000000,2000736,3001157,4002373
158,1,1000002,2000683,3002526,4004630
159,1,1000002,2000683,3002526,4004630
160,1,1000002,2000683,3002526,4004630
161,1,1000003,2000735,3001158,4002374
162,1,1000003,2000735,3001158,4002374
163,1,1000003,2000735,3001158,4002374
164,1,1000003,2000735,3001158,4002374
165,1,1000003,2000735,3001158,4002374
166,1,1000003,2000735,3001158,4002374
167,1,1000003,2000735,3001158,4002374
168,1,1000003,2000735,3001158,4002374
169,1,1000003,2000735,3001158,4002374
170,1,1000003,2000735,3001158,4002374
171,1,1000000,2001472,3002527,4004634
172,1,1000003,2000014,3001159,4001253
173,1,1000003,2000014,3001159,4001253
174,1,1000003,2000014,3001159,4001253
175,1,1000003,2000014,3001159,4001253
176,1,1000003,2000014,3001159,4001253
177,1,1000003,2000014,3001159,4001253
178,1,1000003,2000014,3001159,4001253
179,1,1000003,2000014,3001159,4001253
180,1,1000003,2000014,3001159,4001253
181,1,1000003,2000014,3001159,4001253
182,1,1000003,2000014,3001159,4001253
183,1,1000003,2000014,3001159,4001253
184,1,1000003,2000014,3001159,4001253
185,1,1000003,2000014,3001159,4001253
186,1,1000003,2000014,3001159,4001253
187,1,1000003,2000014,3001159,4001253
188,1,1000003,2000014,3001159,4001253
189,1,1000003,2000014,3001159,4001253
190,1,1000003,2000014,3001159,4001253
191,1,1000003,2000014,3001159,4001253
192,1,1000003,2000014,3001159,4001253
193,1,1000003,2000014,3001159,4001253
194,1,1000003,2000014,3001159,4001253
195,1,1000003,2000014,3001159,4001253
196,1,1000003,2000014,3001159,4001253
197,1,1000003,2000724,3001160,4003633
198,1,1000003,2000724,3001160,4003633
199,1,1000003,2000724,3001160,4003633
200,1,1000003,2000724,3001160,4004474
201,1,1000003,2000724,3001160,4005161
202,1,1000003,2000724,3001160,4003633
203,1,1000003,2000724,3001160,4007709
204,1,1000003,2000724,3001160,4004729
205,1,1000003,2000724,3001160,4004729
206,1,1000000,2001473,3002528,4005449
207,1,1000000,2001473,3002528,4005449
208,1,1000001,2000737,3001161,4002376
209,1,1000001,2000737,3001161,4002383
210,1,1000001,2000737,3001161,4002376
211,1,1000001,2000737,3001161,4002376
212,1,1000001,2000737,3001161,4002376
213,1,1000001,2000737,3001161,4002376
214,1,1000001,2000737,3001161,4002376
215,1,1000001,2000737,3001161,4002383
216,1,1000001,2000737,3001161,4002383
217,1,1000001,2000737,3001161,4002376
218,1,1000001,2000737,3001161,4002376
219,1,1000001,2000737,3001161,4002376
220,1,1000001,2000737,3001161,4002376
221,1,1000001,2000737,3001161,4002376
222,1,1000001,2000737,3001161,4002376
223,1,1000001,2000737,3001161,4002376
224,1,1000001,2000737,3001161,4002376
225,1,1000001,2000737,3001161,4002376
226,1,1000001,2000737,3001161,4002376
227,3,1000000,2000962,3002529,4004636
228,3,1000000,2000962,3002529,4004636
229,1,1000000,2001119,3001162,4001254
230,1,1000000,2001119,3001162,4001254
231,1,1000003,2001474,3002531,4004639
232,1,1000000,2000738,3001163,4001255
233,1,1000000,2000738,3001163,4001255
234,1,1000000,2000738,3001163,4001255
235,1,1000000,2000738,3001163,4001255
236,1,1000000,2000738,3001163,4001262
237,1,1000000,2000738,3001163,4001262
238,1,1000000,2000738,3001163,4001262
239,1,1000000,2000738,3001163,4001262
240,1,1000000,2000738,3001163,4001255
241,1,1000000,2000738,3001163,4001255
242,1,1000000,2000738,3001163,4001255
243,1,1000000,2000738,3001163,4001255
244,1,1000000,2000738,3001163,4001255
245,1,1000000,2000738,3001163,4001255
246,1,1000000,2000738,3001163,4001255
247,1,1000000,2000738,3001163,4001255
248,1,1000000,2000738,3001163,4001255
249,1,1000000,2000738,3001163,4001255
250,1,1000000,2000738,3001163,4001255
251,1,1000000,2000738,3001163,4001255
252,1,1000000,2000738,3001163,4001255
253,1,1000000,2000738,3001163,4001255
254,1,1000000,2000738,3001163,4001255
255,1,1000003,2001475,3002532,4004642
256,1,1000003,2001475,3002532,4004642
257,1,1000003,2000739,3001164,4002385
258,1,1000003,2000739,3001164,4002385
259,1,1000003,2000739,3001164,4002385
260,1,1000003,2000739,3001164,4002385
261,1,1000003,2000739,3001164,4002385
262,1,1000003,2000739,3001164,4002385
263,1,1000003,2000739,3001164,4002385
264,1,1000003,2000739,3001164,4002385
265,1,1000003,2000739,3001164,4002385
266,1,1000003,2000739,3001164,4002385
267,1,1000003,2000739,3001164,4002385
268,1,1000003,2000739,3001164,4002385
269,1,1000003,2000739,3001164,4002385
270,1,1000003,2000739,3001164,4002413
271,1,1000003,2000739,3001164,4002385
272,1,1000003,2000739,3001164,4002413
273,1,1000003,2000739,3001164,4002385
274,1,1000003,2000739,3001164,4002385
275,1,1000003,2000739,3001164,4002385
276,1,1000003,2000739,3001164,4002385
277,1,1000003,2000739,3001164,4002385
278,1,1000003,2000739,3001164,4002385
279,1,1000003,2000739,3001164,4002385
280,1,1000003,2000739,3001164,4002385
281,1,1000003,2000739,3001164,4002413
282,1,1000003,2000739,3001164,4002385
283,1,1000003,2000739,3001164,4002385
284,1,1000003,2000739,3001164,4002413
285,1,1000003,2000739,3001164,4002413
286,1,1000003,2000739,3001164,4002413
287,1,1000003,2000739,3001164,4002413
288,1,1000000,2000035,3002533,4007752
289,1,1000000,2000035,3002533,4007752
290,1,1000000,2000035,3002533,4007752
291,1,1000003,2000014,3001165,4002632
292,1,1000003,2000014,3001165,4002632
293,1,1000003,2000014,3001165,4001256
294,1,1000003,2000014,3001165,4001256
295,1,1000003,2000014,3001165,4003656
296,1,1000003,2000014,3001165,4002632
297,1,1000003,2000014,3001165,4000638
298,1,1000003,2000014,3001165,4002632
299,1,1000003,2000014,3001165,4002632
300,1,1000003,2000014,3001165,4002632
301,1,1000003,2000014,3001165,4001256
302,1,1000003,2000014,3001165,4001256
303,1,1000003,2000014,3001165,4002632
304,1,1000003,2000014,3001165,4001256
305,1,1000003,2000014,3001165,4001256
306,1,1000003,2000014,3001165,4003656
307,1,1000003,2000014,3001165,4001256
308,1,1000003,2000014,3001165,4002632
309,1,1000003,2000014,3001165,4002632
310,1,1000003,2000014,3001165,4002632
311,1,1000003,2000014,3001165,4002632
312,1,1000003,2000014,3001165,4002632
313,1,1000003,2000014,3001165,4002632
314,1,1000003,2000014,3001165,4002632
315,1,1000003,2000014,3001165,4001256
316,1,1000003,2000014,3001165,4001256
317,1,1000003,2000014,3001165,4001256
318,1,1000003,2000014,3001165,4001256
319,1,1000003,2000014,3001165,4001256
320,1,1000003,2000014,3001165,4001256
321,1,1000003,2000014,3001165,4001256
322,1,1000003,2000014,3001165,4001256
323,1,1000003,2000014,3001165,4001256
324,1,1000003,2000014,3001165,4001256
325,1,1000003,2000014,3001165,4001256
326,1,1000003,2000014,3001165,4001256
327,1,1000003,2000014,3001165,4001256
328,1,1000003,2000014,3001165,4001256
329,1,1000003,2000014,3001165,4001256
330,1,1000003,2000014,3001165,4001256
331,1,1000003,2000014,3001165,4001256
332,1,1000003,2000014,3001165,4001256
333,1,1000003,2000014,3001165,4000638
334,1,1000003,2000014,3001165,4001256
335,1,1000003,2000014,3001165,4002632
336,1,1000003,2000014,3001165,4002632
337,1,1000003,2000014,3001165,4001256
338,1,1000003,2000014,3001165,4005244
339,1,1000003,2000141,3002534,4000130
340,1,1000003,2000141,3002534,4000130
341,1,1000003,2000141,3002534,4000130
342,1,1000000,2001119,3001166,4001257
343,1,1000001,2000073,3002535,4007207
344,1,1000001,2000073,3002535,4007207
345,1,1000001,2000073,3002535,4007793
346,1,1000001,2000073,3002535,4007793
347,1,1000001,2000073,3002535,4007793
348,1,1000001,2000073,3002535,4007793
349,1,1000001,2000073,3002535,4007794
350,1,1000000,2000080,3001167,4002388
351,1,1000000,2000080,3001167,4002388
352,1,1000000,2001476,3002536,4004646
353,1,1000001,2000740,3001168,4002389
354,1,1000001,2000740,3001168,4002405
355,1,1000001,2000740,3001168,4002389
356,1,1000001,2000740,3001168,4002394
357,1,1000001,2000740,3001168,4002394
358,1,1000001,2000740,3001168,4002394
359,1,1000001,2000740,3001168,4002394
360,1,1000001,2000740,3001168,4002394
361,1,1000001,2000740,3001168,4002405
362,1,1000001,2000740,3001168,4002389
363,1,1000001,2000740,3001168,4002389
364,1,1000001,2000740,3001168,4002389
365,1,1000001,2000740,3001168,4002389
366,3,1000000,2001019,3002537,4004647
367,3,1000000,2001019,3002537,4004647
368,1,1000001,2000741,3001169,4002390
369,1,1000001,2000741,3001169,4002390
370,1,1000000,2001135,3001170,4001258
371,1,1000000,2001135,3001170,4001258
372,1,1000004,2000112,3002538,4007227
373,1,1000004,2000112,3002538,4007227
374,1,1000004,2000112,3002538,4007227
375,1,1000004,2000112,3002538,4007227
376,1,1000004,2000112,3002538,4007227
377,1,1000004,2000112,3002538,4007227
378,1,1000004,2000112,3002538,4007227
379,1,1000004,2000112,3002538,4007227
380,1,1000004,2000112,3002538,4007227
381,1,1000000,2001119,3001171,4001259
382,1,1000003,2001478,3002540,4004649
383,1,1000003,2001478,3002540,4005013
384,1,1000003,2001478,3002540,4005013
385,1,1000003,2001478,3002540,4005013
386,1,1000003,2001478,3002540,4005013
387,1,1000003,2001478,3002540,4007758
388,1,1000003,2001478,3002540,4007758
389,1,1000003,2001478,3002540,4007758
390,1,1000003,2000119,3002539,4007757
391,1,1000003,2000119,3002539,4007757
392,1,1000003,2000119,3002539,4007757
393,1,1000003,2000119,3002539,4007757
394,1,1000000,2000117,3001172,4002372
395,1,1000000,2000117,3001172,4002372
396,1,1000001,2001479,3002541,4004650
397,1,1000001,2001479,3002541,4005027
398,1,1000001,2001479,3002541,4005027
399,1,1000001,2001479,3002541,4004682
400,1,1000001,2001479,3002541,4004682
401,1,1000001,2001479,3002541,4004682
402,1,1000001,2001479,3002541,4004682
403,1,1000001,2001479,3002541,4005027
404,1,1000000,2000464,3001173,4002392
405,1,1000000,2000464,3001173,4002392
406,1,1000000,2000036,3002542,4004651
407,1,1000000,2000742,3001174,4001521
408,1,1000000,2000742,3001174,4001521
409,1,1000000,2000742,3001174,4001521
410,1,1000000,2000742,3001174,4001521
411,1,1000000,2000742,3001174,4000721
412,1,1000000,2000742,3001174,4000721
413,1,1000000,2000742,3001174,4003078
414,1,1000000,2000742,3001174,4003078
415,1,1000000,2000742,3001174,4003078
416,1,1000000,2000742,3001174,4001515
417,1,1000000,2000742,3001174,4000721
418,1,1000000,2000742,3001174,4000721
419,1,1000000,2000742,3001174,4003078
420,1,1000000,2000742,3001174,4003078
421,1,1000003,2001480,3002543,4004655
422,1,1000003,2000014,3001175,4001261
423,1,1000003,2000014,3001175,4001261
424,1,1000003,2000014,3001175,4001261
425,1,1000003,2000014,3001175,4001261
426,1,1000003,2000014,3001175,4001261
427,1,1000003,2000014,3001175,4001261
428,1,1000003,2000014,3001175,4001261
429,1,1000003,2000014,3001175,4001261
430,1,1000003,2000014,3001175,4001261
431,1,1000003,2000014,3001175,4001261
432,1,1000003,2000014,3001175,4001261
433,1,1000003,2000014,3001175,4001261
434,1,1000003,2000014,3001175,4001261
435,1,1000003,2000014,3001175,4001261
436,1,1000003,2000014,3001175,4001261
437,1,1000003,2000014,3001175,4001261
438,1,1000003,2000014,3001175,4001261
439,1,1000003,2000014,3001175,4001261
440,1,1000003,2000014,3001175,4001261
441,1,1000003,2000014,3001175,4001261
442,1,1000003,2000014,3001175,4001261
443,1,1000003,2000014,3001175,4001261
444,1,1000003,2000014,3001175,4001261
445,1,1000003,2000014,3001175,4001261
446,1,1000003,2000014,3001175,4001261
447,1,1000003,2000014,3001175,4001261
448,1,1000003,2000014,3001175,4001261
449,1,1000003,2000014,3001175,4001261
450,1,1000003,2000014,3001175,4001261
451,1,1000003,2000014,3001175,4001261
452,1,1000003,2000014,3001175,4001261
453,1,1000003,2000014,3001175,4001261
454,1,1000003,2000014,3001175,4001261
455,1,1000003,2000014,3001175,4001261
456,1,1000003,2000014,3001175,4001261
457,1,1000003,2000014,3001175,4001261
458,1,1000003,2000014,3001175,4001261
459,1,1000003,2000014,3001175,4001261
460,1,1000003,2000014,3001175,4001261
461,1,1000003,2000014,3001175,4001261
462,1,1000003,2000014,3001175,4001261
463,1,1000003,2000014,3001175,4001261
464,1,1000003,2000014,3001175,4001261
465,1,1000003,2000014,3001175,4001261
466,1,1000003,2000014,3001175,4001261
467,1,1000003,2000014,3001175,4001261
468,1,1000003,2000014,3001175,4001261
469,1,1000003,2000014,3001175,4001261
470,1,1000003,2000014,3001175,4001261
471,1,1000003,2000014,3001175,4001261
472,1,1000003,2000014,3001175,4001261
473,1,1000003,2000014,3001175,4001261
474,1,1000001,2000425,3002544,4004656
475,1,1000001,2000425,3002544,4004656
476,1,1000003,2000743,3001176,4003643
477,1,1000003,2000743,3001176,4003643
478,1,1000003,2000743,3001176,4003643
479,4,1000003,2001481,3002545,4004658
480,1,1000000,2000080,3001177,4002393
481,1,1000000,2000085,3002546,4006026
482,1,1000000,2000085,3002546,4006026
483,1,1000000,2000085,3002546,4006026
484,1,1000000,2000085,3002546,4006026
485,1,1000000,2000085,3002546,4006026
486,1,1000000,2000085,3002546,4006026
487,1,1000000,2000030,3001178,4001263
488,1,1000000,2000030,3001178,4001263
489,1,1000000,2000030,3001178,4001263
490,1,1000000,2001135,3002547,4004661
491,1,1000000,2001135,3002547,4004661
492,1,1000000,2000744,3001180,4000728
493,1,1000000,2000000,3001179,4000720
494,1,1000000,2000000,3001179,4000720
495,1,1000000,2000000,3001179,4000729
496,1,1000000,2000000,3001179,4000720
497,1,1000000,2000000,3001179,4000729
498,1,1000000,2000000,3001179,4000729
499,1,1000000,2000000,3001179,4000720
500,1,1000000,2000000,3001179,4000726
501,1,1000000,2000000,3001179,4000729
502,1,1000000,2000000,3001179,4000729
503,1,1000000,2000000,3001179,4000729
504,1,1000000,2000000,3001179,4000720
505,1,1000000,2000000,3001179,4000726
506,1,1000000,2000000,3001179,4000729
507,1,1000000,2000000,3001179,4000729
508,1,1000000,2000000,3001179,4000729
509,1,1000000,2000000,3001179,4000729
510,1,1000000,2000000,3001179,4000729
511,1,1000000,2000000,3001179,4000729
512,1,1000000,2000000,3001179,4000729
513,1,1000000,2000000,3001179,4000729
514,1,1000000,2000000,3001179,4000729
515,1,1000000,2000000,3001179,4000729
516,1,1000000,2000000,3001179,4000729
517,1,1000000,2000000,3001179,4000729
518,1,1000000,2000000,3001179,4000729
519,1,1000000,2000000,3001179,4000729
520,1,1000000,2000000,3001179,4000729
521,1,1000000,2000000,3001179,4000729
522,1,1000000,2000000,3001179,4000729
523,1,1000000,2000000,3001179,4000729
524,1,1000000,2000000,3001179,4000729
525,1,1000000,2000000,3001179,4000720
526,1,1000000,2000000,3001179,4000720
527,1,1000000,2000000,3001179,4000720
528,1,1000000,2000000,3001179,4000720
529,1,1000000,2000000,3001179,4000729
530,1,1000000,2000000,3001179,4000720
531,1,1000000,2000000,3001179,4000729
532,1,1000000,2000000,3001179,4000720
533,1,1000000,2000000,3001179,4000729
534,1,1000000,2000000,3001179,4000729
535,1,1000000,2000000,3001179,4000729
536,1,1000000,2000000,3001179,4000729
537,1,1000000,2000000,3001179,4000729
538,1,1000000,2000000,3001179,4000720
539,1,1000003,2001482,3002548,4004664
540,1,1000003,2001482,3002548,4004664
541,1,1000003,2001482,3002548,4006322
542,1,1000003,2001482,3002548,4004664
543,1,1000000,2001135,3001181,4001264
544,1,1000001,2001484,3002550,4004666
545,1,1000000,2001483,3002549,4004665
546,1,1000000,2001483,3002549,4007761
547,1,1000000,2001483,3002549,4007762
548,1,1000000,2001476,3001182,4001265
549,1,1000000,2000870,3002551,4004667
550,1,1000000,2000745,3001183,4000730
551,1,1000000,2000745,3001183,4000730
552,1,1000000,2000745,3001183,4000730
553,1,1000000,2000745,3001183,4000730
554,1,1000000,2000745,3001183,4000730
555,1,1000000,2000745,3001183,4000730
556,1,1000000,2000745,3001183,4000730
557,2,1000000,2000395,3002552,4007062
558,1,1000002,2000016,3001184,4003648
559,1,1000002,2000016,3001184,4003648
560,1,1000002,2000016,3001184,4003648
561,1,1000002,2000016,3001184,4003648
562,2,1000000,2001485,3002553,4007500
563,1,1000000,2000080,3001185,4002397
564,1,1000000,2001486,3002554,4005709
565,1,1000000,2001486,3002554,4005709
566,1,1000000,2000000,3001186,4000731
567,1,1000000,2000000,3001186,4000731
568,1,1000000,2000000,3001186,4000731
569,1,1000000,2000000,3001186,4000731
570,1,1000000,2000000,3001186,4000731
571,1,1000000,2000000,3001186,4000731
572,1,1000001,2000928,3002555,4006141
573,1,1000001,2000928,3002555,4006141
574,1,1000001,2000928,3002555,4006141
575,1,1000001,2000928,3002555,4006141
576,1,1000004,2000746,3001187,4003649
577,1,1000002,2001487,3002556,4004676
578,1,1000000,2000831,3001188,4001267
579,1,1000000,2000831,3001188,4001267
580,1,1000003,2001488,3002557,4004677
581,1,1000003,2000748,3001189,4002402
582,1,1000002,2000031,3001190,4002400
583,1,1000003,2000014,3001200,4001276
584,1,1000003,2000014,3001200,4001276
585,3,1000000,2000962,3002558,4004678
586,1,1000000,2000000,3001191,4000735
587,1,1000000,2000000,3001191,4000735
588,1,1000001,2000578,3001201,4002410
589,1,1000001,2000578,3001201,4002410
590,1,1000001,2000578,3001201,4002415
591,1,1000001,2000578,3001201,4002415
592,1,1000001,2000578,3001201,4002415
593,1,1000001,2000578,3001201,4002415
594,1,1000000,2000080,3002560,4004685
595,3,1000000,2001019,3002559,4004683
596,3,1000000,2001019,3002559,4006497
597,1,1000000,2000749,3001192,4002403
598,1,1000000,2001476,3001202,4002414
599,3,1000000,2001019,3002561,4004686
600,1,1000004,2000750,3001193,4003651
601,1,1000004,2000750,3001193,4003651
602,1,1000004,2000750,3001193,4003651
603,1,1000004,2000750,3001193,4003651
604,1,1000004,2000750,3001193,4003651
605,1,1000004,2000750,3001193,4003651
606,1,1000004,2000750,3001193,4005681
607,1,1000004,2000750,3001193,4005681
608,1,1000004,2000750,3001193,4003651
609,1,1000004,2000750,3001193,4003651
610,1,1000004,2000750,3001193,4003651
611,1,1000004,2000750,3001193,4004749
612,1,1000004,2000750,3001193,4003651
613,1,1000000,2000000,3001203,4000740
614,1,1000000,2000000,3001203,4000740
615,1,1000000,2000000,3001203,4000740
616,1,1000000,2000000,3001203,4000740
617,1,1000000,2000000,3001203,4000740
618,1,1000000,2000000,3001203,4004842
619,1,1000001,2001489,3002562,4007763
620,1,1000001,2001489,3002562,4007763
621,1,1000001,2001489,3002562,4007763
622,1,1000001,2001489,3002562,4007763
623,1,1000001,2001489,3002562,4007763
624,1,1000001,2001489,3002562,4007763
625,1,1000001,2001489,3002562,4007763
626,1,1000001,2001489,3002562,4007763
627,1,1000001,2001489,3002562,4007763
628,1,1000001,2001489,3002562,4007763
629,1,1000001,2001489,3002562,4007763
630,1,1000003,2000014,3001204,4001279
631,1,1000003,2000014,3001204,4001279
632,1,1000003,2000014,3001204,4001279
633,1,1000003,2000014,3001204,4001279
634,1,1000003,2000014,3001204,4001279
635,1,1000003,2000014,3001204,4001279
636,1,1000003,2000014,3001194,4001271
637,1,1000003,2000014,3001194,4001271
638,1,1000003,2000014,3001194,4001271
639,1,1000003,2000014,3001194,4001271
640,1,1000003,2000014,3001194,4001271
641,1,1000003,2000014,3001194,4001271
642,1,1000003,2000014,3001194,4001271
643,1,1000003,2000014,3001194,4001271
644,1,1000003,2000014,3001194,4001271
645,2,1000000,2000395,3002563,4005146
646,2,1000000,2000395,3002563,4005146
647,2,1000000,2000395,3002563,4005146
648,2,1000000,2000395,3002563,4005146
649,1,1000002,2000016,3001195,4003654
650,1,1000000,2000754,3001205,4002417
651,1,1000000,2000754,3001205,4002417
652,1,1000000,2000754,3001205,4002417
653,1,1000000,2000754,3001205,4006197
654,1,1000000,2000754,3001205,4007288
655,1,1000000,2000754,3001205,4007288
656,1,1000003,2001490,3002564,4004764
657,1,1000003,2001490,3002564,4007765
658,1,1000000,2000104,3001206,4002418
659,1,1000000,2000751,3001196,4000725
660,1,1000000,2000085,3002565,4005254
661,1,1000000,2000085,3002565,4005254
662,3,1000000,2000962,3001207,4003659
663,1,1000000,2000752,3001197,4000737
664,1,1000000,2000752,3001197,4000737
665,1,1000000,2000752,3001197,4000737
666,1,1000000,2000752,3001197,4000737
667,1,1000000,2000752,3001197,4000737
668,1,1000003,2000652,3002566,4005298
669,1,1000003,2000652,3002566,4005298
670,1,1000003,2000652,3002566,4005298
671,1,1000003,2000652,3002566,4005298
672,1,1000003,2000652,3002566,4005298
673,1,1000003,2000652,3002566,4005298
674,1,1000003,2000652,3002566,4005298
675,1,1000003,2000652,3002566,4005821
676,1,1000003,2000652,3002566,4006370
677,1,1000003,2000652,3002566,4006370
678,1,1000003,2000755,3001208,4002404
679,1,1000003,2000755,3001208,4002404
680,1,1000003,2000755,3001208,4002425
681,1,1000003,2000755,3001208,4002404
682,1,1000003,2000755,3001208,4002404
683,1,1000003,2000755,3001208,4002404
684,1,1000003,2000755,3001208,4002404
685,1,1000003,2000755,3001208,4002404
686,1,1000003,2000755,3001208,4002425
687,1,1000003,2000755,3001208,4000442
688,1,1000003,2000755,3001208,4002404
689,1,1000003,2000755,3001208,4002404
690,1,1000003,2000755,3001208,4002885
691,1,1000003,2000755,3001208,4002404
692,1,1000003,2000755,3001208,4002404
693,1,1000003,2000755,3001208,4002404
694,1,1000003,2000755,3001208,4002404
695,1,1000003,2000755,3001208,4002425
696,1,1000003,2000755,3001208,4003346
697,1,1000003,2000755,3001208,4000444
